date,subject,speaker,party,text
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,Toch nog mevrouw Beckerman op dit punt
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Beckerman,SP,"Nee, maar ik wil wel antwoord op die vraag over het wegsluizen van de winsten. En ik zou graag willen dat die quickscan naar de Kamer wordt gestuurd"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Wij hebben geen quickscan op papier gedaan, maar onze mensen hebben gekeken wat er allemaal gebeurt. Het is niet zo dat wij een bureau hebben ingehuurd om een quickscan te doen. Onze medewerkers die deskundig zijn op dat gebied, kijken wat er allemaal gebeurt in de markt. Die hebben gezegd: er is nog wel iets meer van te zeggen; wij moeten daar even een verdiepend onderzoek naar doen. En dat gebeurt nu"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,"En de vraag … Minister Adema: En ik hoop ook heel graag dat we straks, als het onderzoek er ligt, direct die maatregel erbij kunnen aanbieden, zodat we daarin echt meters kunnen maken"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,Wilt u de vraag over het doorsluizen van winst naar belastingparadijzen nog beantwoorden
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Die gaat over fiscale politiek, en we hebben het hier over landbouwpolitiek. Dus ik zou zeggen: doe dat in het debat over fiscale politiek"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,De minister vervolgt zijn betoog. Zijn we toe aan visserij
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Bijna. Ik heb nog een algemene opmerking. Misschien dat de Kamer daar ook belang bij heeft. Zoals men weet, is er in het kader van dierwaardigheid ook zorg over de blauwtong. Ik zou er graag toch een paar dingen over willen zeggen. Wij voeren op dit moment met tien vaccinproducenten gesprekken. Ik wil u graag in ieder geval het goede nieuws geven dat ten minste één bedrijf daadwerkelijk bezig is met het ontwikkelen van een vaccin. We zijn er nog niet, maar die beweging is er. Wij hebben natuurlijk afgesproken dat we het vaccin versneld zullen toelaten op het moment dat het er is. We hebben ook het diermodel ontwikkeld — daar hebben we de kosten van betaald — zodat het zo snel mogelijk kan worden toegelaten. U weet dat er ook een Afrikaans vaccin is. Daar wordt in het nieuws over gesproken. Een Belgisch lab heeft gezegd: dit vaccin zou toepas-baar kunnen zijn. We hebben de Commissie toelating diergeneesmiddelen gevraagd om hier nader onderzoek naar te doen. Mocht het Afrikaanse vaccin ook iets bieden, dan zullen we dat zeker gaan toepassen. Dan komen we bij de visserij, meneer de voorzitter"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,"Ogenblik. Er zijn toch nog vragen van het lid Kostić en de heer Graus. Kamerlid Kostić (PvdD): Dank voor een aantal toelichtingen. Ik heb vragen over twee onderwerpen die nog niet aan bod gekomen zijn. De eerste gaat over het Dolfinarium. In de schriftelijke beantwoording heeft u het over de vraag over het niet op tijd handhaven op de 53 diersoorten die geen vergunning hadden. Het opmerkelijke antwoord daarop was: RVO is er in 2019 achter gekomen dat het Dolfinarium inderdaad 53 diersoorten illegaal hield, maar besloot niet zo streng te handhaven vanwege corona. Ik hoorde de minister net zeggen hoe belangrijk hij dierenwelzijn vindt. Ik wil hier niet al te diep op ingaan, maar ik wil wel de toezegging van de minister dat dit niet meer gaat gebeuren en dat er voortaan gewoon snel en fair wordt gehandhaafd, ongeacht wat er gebeurt, omdat iedereen in dit land zich aan de regels moet houden. Ik vraag hem vooral in het achterhoofd te houden dat het niet de eerste keer en niet de tweede keer is dat het Dolfinarium regels overtreedt, maar dat het dat een ontelbaar aantal keren heeft gedaan. Kan de minister dat toezeggen"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"We hebben een handhavingsorganisatie, de Nederlandse Voedsel- en Warenautoriteit, die hierop toeziet. Er was in die periode inderdaad een verlaagd toezicht vanwege covid. Dat is ook vrij logisch in die periode, denk ik. Vervolgens geldt er gewoon een normaal toezichtregime voor het Dolfinarium. Het is niet zo dat de minister van LNV even de inspecteurs belt en zegt: je moet daar meer toezicht houden. De NVWA is zich zeer bewust van de situatie en ook van het feit dat er meegekeken wordt in het Dolfinarium. Ze doet op die manier wel degelijk regulier toezichtwerk. Kamerlid Kostić (PvdD): Ik heb een beperkt aantal interrupties, maar dit is dan weer een heel teleurstellend antwoord. Ik hoop op iets meer van de minister, dus ik ga over tot het andere onderwerp. Over het in beslag nemen van honden hebben we ook vragen gesteld in de eerste termijn. Die gingen met name over wat de Tweede Kamer wil. We willen namelijk aparte regels opstellen voor het in beslag nemen van dieren, in dit geval honden, juist omdat de Kamer onder andere met input van de Nederlandse orde van advocaten heeft geconstateerd dat we dieren volgens de huidige regels als voorwerpen behandelen, dat ze eigenlijk nu al geen eerlijk proces krijgen en dat economische belangen zoals opslagkosten soms zwaarder wegen dan dierenwelzijn. Daarom hebben we gevraagd of de minister even wil wachten met zijn huidige plannen. Wat zijn die huidige plannen? De huidige plannen zijn precies het tegenovergestelde van wat de Kamer wil. De minister wil dat honden nog sneller kunnen worden ingeslapen en dat de rechter ertussenuit wordt gehaald. Deminister wil dat de officier van justitie in z'n eentje gaat over de dood en het leven van dieren"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,"Wat is uw vraag? Kamerlid Kostić (PvdD): Ik kom tot de vraag. Dit is mijn laatste interruptie, dus enige coulance, alstublieft. Dit vergt namelijk wat tijd. Dit laten we ook niet toe als de straf van mensen moet worden beoordeeld. Dan ligt het ook niet alleen maar in de handen van een officier van justitie. Dan komt er gewoon een goed proces met een rechter erbij. Ik wil dus eigenlijk aan de minister vragen of hij in ieder geval bereid is om dit specifieke plan uit te stellen totdat de motie van de Kamer is uitgevoerd. Die wil namelijk precies iets anders. Anders gaat hij nu in tegen de wens van de Kamer én tegen de rechtsstaat. Ik vraag ook om een toezegging om te kijken naar diervriendelijke oplossingen, zoals inzetten op een betere en prikkelarmere hondenopvang, in plaats van het sneller in laten slapen van dieren"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,Er zijn twee zaken aan de orde. Het in bewaring houden van dieren moet op een dierwaardige manier gebeuren. Daarover is ook een motie ingediend bij mijn collega van Justitie en Veiligheid. Die wordt uitgevoerd. Ik heb daarnaast maatregelen aangekondigd voor bijtincidenten. U weet dat ik daarover intensief heb gesproken met plastisch chirurgen. Soms zijn er uitzonderlijke situaties waarbij het volstrekt duidelijk is dat de situatie is ontspoord en dat de schade echt ernstig is. Zij hebben mij bijvoorbeeld verteld over een hond die een gezicht voor de helft heeft weggebeten. We hebben het over dat soort incidenten. In die uitzonderlijke gevallen kan de hond worden geëuthanaseerd. Dat is het beleid dat ik heb ingezet. Dat gaat niet om grote aantallen per jaar. Ik heb dat beleid aangekondigd en dat zet ik wel door
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,Het lid Kostić zegt buiten de microfoon: ik krijg nog geen antwoord op mijn vraag
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Wij willen dat de officier van justitie de ruimte heeft om dit, in deze uitzonderlijke gevallen, te gaan doen. Dat zijn mijn voorstellen en daar wijk ik niet van af"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,"De minister heeft de vraag beantwoord. Hij wijkt niet af van zijn lijn. U mag uw laatste interruptie hier van mij aan besteden, maar het is dan dus wel de laatste. U heeft er twee gebruikt en mevrouw Ouwehand al vijf. Ja, ik heb er echt vijf staan. Ik geef de heer Graus het woord"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Graus,PVV,"Wij hebben er als het goed is nog twee staan, maar ik geef een van mijn interrupties aan mijn collega. Ik wil het even hebben over die overname van dierenartsenpraktijken. Ik heb een motie klaarliggen. Er moet een einde komen aandie overnames. Het kan niet zo zijn dat de dierennoodhulp gecommercialiseerd wordt. Dat is echt een ernstig probleem. De minister haalde nu chemokuren en van alles aan, maar daar heb ik het niet eens over gehad. Ik heb het over dierennoodhulp gehad. Ik heb het erover gehad dat een gebit van een diertje op een gegeven moment helemaal naar de knoppen is. Vaak gaat het dan om in beslag genomen diertjes. De mensen moesten eerst €200 betalen. Na overname door Evidensia moeten ze plotseling €450 of €550 betalen. Dat kan niet. Het is onbetaalbaar. Zelfs de middeninkomens komen dan in de problemen. De dierennoodhulp mag niet in gevaar komen. Het houden van een dier mag geen elitaire hobby worden. Dieren zijn gewoon je beste maatjes. Die gezelschapsdieren behoren vandaag de dag tot je familie. Het kan echt niet. Ik wil dus echt een toezegging. Anders ga ik gewoon allemaal moties indienen. Mevrouw Beckerman komt dan ook met moties. Dan gaan we gewoon allemaal moties afvuren en het er gewoon doorheen drukken. Maar waarom zegt de minister niet toe om te kijken of er iets kan worden gedaan zoals de stop op overnames en de prijsplafonds op noodhulp"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,Helder
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Ik heb het gevoel dat we, als we niet uitkijken, de discussie gaan overdoen. Ik wil wel heel kort iets zeggen over de dierenartsentarieven. De hele dierengezondheidszorgmarkt is op dit moment een vrije markt. Ik kan niet zomaar ingrijpen in een vrije markt en zeggen dat er geen overnames meer mogen plaatsvinden. Dat is juist de reden waarom wij een onderzoek naar het kostenniveau van de dieren doen. Wij delen dezelfde zorgen — daar gaat het niet om — maar ik wil het wel op een zorgvuldige manier doen. Ik kan niet zomaar ingrijpen in de markt, dus we doen eerst dat onderzoek. Ondertussen kijken we wat we aan regulering zouden kunnen doen. Ik kom daarmee terug naar uw Kamer en dan gaan we stappen zetten. Dat is de volgorde die ik net heb aangegeven in de beantwoording. Die hou ik graag vast"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,Dan gaan we door naar de visserij
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Ja, de visserij. Mevrouw Van der Plas heeft gisteren een vurig betoog gehouden over de landbouw, de visserij en haar bewogenheid daarmee. Ook wij hebben die bewogenheid. Die heeft mijn collega die hier zit en die heb ikzelf ook. De visserij heeft het ongelofelijk moeilijk, naast de landbouw. Het is ook niet zo dat één partij het patent heeft op bewogenheid met die sectoren. Ik spreek heel vaak vissers en zie hoe moeilijk zij het hebben. Ik merk dat ze soms geen toekomstperspectief zien. Als het gaat om ruimtegebruik op zee zien we dat de belangenafweging af en toe wat scherper kan, bijvoorbeeld als het gaat om het plaatsen van windmolenparken. Bij veel vissers leidt dat tot grote zorgen. We hebben ook een discussie gehad over de tongquota en hebben gezegd: we moeten, ook als het gaat om het vaststellen van quota, naar een betere balans tussen de quota en de bedrijfseconomische aspecten.Wij hebben inderdaad een regeling voor de compensatie van brandstofkosten. Die regeling is inmiddels volledig afgehandeld. Dat was in lijn met de motie-Grinwis en de motie-Stoffer/Van der Plas. Die is dus uitgevoerd. Dat de visserij nog steeds zorgen heeft over de hoge brandstofkosten, is natuurlijk heel pijnlijk. Wij hebben namelijk fantastisch vistuig aan wal liggen, het pulstuig, dat zorgt voor 40% brandstofbesparing en minder bodemberoering. Maar dat kan niet worden toepast in Europa. Ik ben hard bezig met de visserij om te kijken of we niet door kunnen innoveren en met een nieuw soort tuig aan de slag kunnen gaan om de duurzaamheid en de brandstofbesparing op een goede manier met elkaar te regelen. Dan de vraag van … Sorry"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,Mevrouw Nijhof-Leeuw. Dit is uw laatste interruptie
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Nijhof-Leeuw,PVV,Ik ben blij dat de minister de pulsvisserij aanstipt. Die had ik ook al in de voorbereiding na vorige week op mijn lijstje staan. Ik zie dat Frankrijk toch best wel grote stappen maakt. Kunnen wij gas geven om de pulsvisserij weer voor elkaar te krijgen
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Ten eerste. Mijn les die ik leer van hoe het is gelopen met de pulsvisserij, is dat we onze innovaties veel eerder en veel meer moeten leren delen. Ik heb met een aantal landen, bijvoorbeeld met mijn Franse collega, gesproken. Eigenlijk zouden wij visserijinnovatie en tuiginnovatie veel meer internationaal moeten aanpakken. Het is een relatief kleine sector. Ze hebben elkaar ook nodig. Dat geeft ook meer draagvlak voor die innovaties. U weet dat de pulsvisserij niet direct is afgeschoten door de Landbouw- en Visserijraad of door de Commissie, maar door het Europees Parlement. Het Europees Parlement heeft nog steeds dezelfde samenstelling. We zullen dus echt moeten afwachten hoe het straks gaat met de verkiezingen. Ik heb hier wel gesprekken over met de Commissie, kan ik u vertellen. Maar als het Europees Parlement morgen een resolutie zou aannemen om dit type innovatieve visserijtechnieken weer toe te passen, dan ben ik er morgen met de Commissie ook uit. Alleen, het ligt echt bij het Europees Parlement. Daarbij hebben we op dit moment niet de ruimte om dit te kunnen doen, want die heeft daar een resolutie over aangenomen. U zegt: Frankrijk, grote woorden. Dit kan als het lukt bij het Europees Parlement, want daar zit het"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,De minister vervolgt zijn betoog
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Meneer Flach van de SGP had het over de vlootvernieuwing. Het is belangrijk dat de vissersvloot vernieuwt en dat die met innovatieve, nieuwe ideeën komt. Ik ben heel aangenaam verrast door visser Jacob, dacht ik; ik weet zijn achternaam even niet meer. Hij heeft het project Octopus en gaat toe naar een multifunctioneel schip. Hij voorziet dat hij in de toekomst misschien het hele jaar niet meer kan vissen. Hij wil een nieuw schip bouwen met modules erop,bijvoorbeeld voor onderzoek. Het schip kan dan elke maand de zee op om onderzoek te doen. Hij kan die modules ook wijzigen, dus het schip ombouwen. Dan kan dat schip met andere functies de zee opgaan. Dat vind ik buitengewoon innovatief. Dat soort initiatieven moeten wij van harte ondersteunen. Er zit dus ook wel heel veel creativiteit in de sector. Gelukkig maar. Wij hebben een subsidiepot van 14,9 miljoen voor duurzame visserij voorzien. Er is 6,1 miljoen gereserveerd in het kader van het NVAF. Het betreft middelen die ingezet worden voor maatregelen op het gebied van innovatie, investeringen en onderzoek. Er komen ook nieuwe innovatieregelingen voor visserij en aquacultuur. Het budget daarvoor is 9,9 miljoen. Wij proberen er op die manier voor te zorgen dat er middelen beschikbaar zijn om juist die innovaties ruimte te geven om zo te komen tot vernieuwing van de vloot"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Flach,SGP,"Ik ben blij met die innovatieregelingen zoals die er zijn. Dat stimuleert de creativiteit in de sector. Maar het hangt er wel om of de sector kan voortbestaan, of de kritische massa er nog is om in de toekomst nog een vissersvloot te kunnen hebben. Ik ben benieuwd of de minister met de sector wil werken aan een strategie waarin de sector in de toekomst, door verduurzaming en innovatie, gaat groeien, waardoor we niet blijven hangen in een innovatieproject hier of daar. Dat is mooi, maar dat is vaak het begin. Wil de minister echt werken aan een strategie om de groei weer in te zetten"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Ik ben met de sector bezig met het ontwikkelen van een voedselvriezer. Die is bijna klaar; die komt naar de Kamer toe. Wij zullen deze sector perspectief moeten bieden. Dat zal op een duurzame manier moeten en het zal ook een kleinere sector zijn. De sector is nu al kleiner. 50 kotters zijn al uit de vaart genomen met een saneringsregeling. Dat is best veel. Dat zorgt bijvoorbeeld ook voor extensivering. Prima. Ik heb altijd gezegd dat de visserij voor Nederland een belangrijke sector is. Die hoort ook cultureel bij Nederland. We zijn bijvoorbeeld een land met een hele grote Noordzeekust. Het zou toch gek zijn als wij geen robuuste visserij hadden. Die visserij moet dus verduurzamen. Er ligt een grote opgave wat betreft CO-uitstoot, 2 stikstofuitstoot, vistuig en dat soort zaken, maar het is ook een sector die we willen helpen om die slag te kunnen maken, zodat we ook in de toekomst een duurzame visserij hebben. Voor een deel is dat actieve visserij en voor een deel passieve visserij. We willen ook bekijken hoe we het multifunctioneel ruimtegebruik, de windmolenparken, kunnen versterken, zodat er daar bijvoorbeeld ook mogelijkheden zijn voor actieve visserij en dat soort zaken. In de voedselvisie staat ook dat we daarmee bezig zijn. Dit is namelijk nodig, want ook die sector heeft perspectief nodig"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,De minister vervolgt zijn betoog
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Dan nog het laatste kopje, markt en keten. Ik ken het keurmerk Farmer Friendly van Farmers Defence Force en ik hebzelfs producten gehad van het keurmerk. Die werden aangeboden door Farmers Defence Force. Wij willen ook graag dat er keurmerken zijn waarbij er verduurzaamd wordt, maar er ondertussen ook een eerlijke prijs wordt geboden voor het product. Er zijn op dit moment 140 keurmerkinitiatieven. Het is niet aan ons om te beoordelen of een keurmerk wel of niet kan worden toegepast. Dat is echt aan Milieu Centraal. Dat doet de afhandeling en de certificering van de topkeurmerken. Dat betekent ook dat nieuwe keurmerken die graag gecertificeerd willen worden, zich kunnen melden bij Milieu Centraal. Maar dan moeten ze natuurlijk wel aan de voorwaarden van Milieu Centraal voldoen. Daar hebben wij in principe geen rol in. Dat zijn private keurmerken. Dan nog de vraag van Volt over het creëren van een gelijk speelveld in de Europese Unie en allereerst de ideeën voor de biologische landbouw. Ik vind het ongelofelijk belangrijk dat er ook voor biologische boeren een gelijk speelveld is. Het is ook goed dat u daar aandacht voor vraagt, want dat is buitengewoon belangrijk, maar ik ben er niet van overtuigd dat er echt een commissie nodig is. Dan gaan we weer iets extra's optuigen. Ik heb zeer regelmatig overleg met de biologische sector. Daarin spreken we regelmatig over alle ontwikkelingen en de dingen waar ze tegen aanlopen, zoals certificering, kosten en de markt. Zoals u weet, gaan we ook met een intensiveringsplan biologische sector aan de slag om de markt te laten trekken en om een goede voorlichtingscampagne te starten. De kaders en het speelveld worden in de Europese Unie bepaald. Mevrouw Koekkoek van Volt stelde ook een vraag over prijsafspraken. In de keten kunnen verticale prijsafspraken worden gemaakt. Die mogelijkheid is er. Ik heb u gezegd dat wij aan de overlegtafel duurzame landbouw ook over de verduurzaming van de keten praten. Dit komt daarbij ook aan de orde. Wij als overheid kunnen dat niet regelen. Dat moet echt tussen de partijen gebeuren, maar wij stimuleren het zo veel mogelijk en wij zijn daarover met elkaar in gesprek. Dat is buitengewoon belangrijk. Sowieso is dat natuurlijk belangrijk, maar ook in het kader van de Europese voedselstrategie. Dat was ook een vraag van de ChristenUnie. Als wij voor een Europese voedselstrategie gaan, moeten we ook zorgen voor een Europees speelveld en voor internationale belemmeringen, zodat de standaarden die wij in Europa hebben, niet alleen gelden voor onze boeren, maar ook voor producten die we hiernaartoe halen. Als je praat over de Europese voedselstrategie, gaat het over thema's als voedselzekerheid, verduurzaming en weerbaarheid. Ook de keten is dan weer aan de orde. De Europese Commissie is hiermee bezig en we gaan kijken waar men mee komt"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Koekkoek,Volt,"Om even met het laatste punt te beginnen: ik begrijp natuurlijk dat de overheid geen directe invloed heeft op die prijsafspraken. Tegelijkertijd zien we aan een voorbeeld in Frankrijk dat het daar in die zin wel wat meer gefaciliteerd wordt; laten we dat zo zeggen. Er is bijvoorbeeld een goede informatievoorziening, zodat men ook weet dat men dingen zoals prijsafspraken mag doen. Je kan ook denken aan onafhankelijke procesbegeleiders of iets in die richting. Ik begrijp dat de overheid niet kan zeggen: dit zijn de afspraken en daar ga je je aan houden. Zo werken wij niet. Maar ik vraag me wel af of we wat meer het voorbeeld van bijvoor-beeld Frankrijk zouden kunnen volgen, zodat dit wat meer gebeurt. De ACM zegt zelf ook: dit is nodig en in Nederland zouden we dat wat meer kunnen doen"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Dat is een terechte vraag van mevrouw Koekkoek, maar we hebben daar een prachtig platform voor in Nederland: de Overlegtafel Duurzame Landbouw. Daar zitten de agrarische partijen aan tafel, maar ook de ketenpartijen. Dat is niet alleen de verwerkende industrie maar ook de retail. Daar is ook de wil om te werken aan verduurzaming met een goed verdienmodel. Dat is ook naar aanleiding van de gesprekken die we vorig jaar hebben gevoerd; dat hebben we doorgezet. Dat gebeurt nu nog steeds en dan gaat het bijvoorbeeld ook over de positie van biologisch, want ook biologisch zit daar aan tafel. Die praten daarin mee; Biohuis zit daar aan tafel en praat mee. Ik hoop dat dat ook gaat leiden tot resultaat. Maar dat mooie, sterke platform is er juist om het te gaan regelen in de markt"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Koekkoek,Volt,"Dat begrijp ik ook. Tegelijkertijd denk ik dan wel het volgende, maar dat ligt misschien aan het gebrek aan kennis aan mijn kant. Die gesprekken lopen en dat platform is er, maar waarom lopen wij dan, zowel bij de prijsafspraken als bij het aandeel biologisch, achter op de rest van Europa? Ik denk dus dat het nuttig is als wij instrumenten zoals een platform hebben, maar tegelijk moeten we ergens kunnen monitoren of we de vooruitgang maken die we willen maken en, als dat eventueel niet zo is, of er andere dingen zijn die we kunnen of moeten gaan doen. Dat geldt eigenlijk voor beide zaken die ik adresseer"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Het is nog niet zo heel lang dat de ACM hier nadrukkelijk uitspraken over doet. Maar ik ben wel bereid om mevrouw Koekkoek toe te zeggen dat als dat straks tot afspraken leidt, we ook de monitoring daarvan goed gaan regelen en dat we daar op regelmatige basis aan de Kamer over rapporteren"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,"Nog een vraag, mevrouw Koekkoek"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Koekkoek,Volt,"Uiteraard ben ik blij met de toezegging. Misschien mag ik daaraan het volgende toevoegen. Wil de minister dan ook toezeggen dat we het niet alleen monitoren en rapporteren maar dat we onszelf ook doelen stellen en dat we als we die doelen niet bereiken, op de een of andere manier toch een ander instrument moeten bedenken? Want nogmaals, een platform is een goed beginpunt, maar dat kan niet het slotstuk zijn"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Zeker niet. Goed beleid stelt doelen om naartoe te werken. Dat geldt dus ook voor verduurzaming en de doelen die we daarmee willen bereiken, in percentages en noem maar op. Laat helder zijn: het gaat daarbij niet alleen om biologisch. Het gaat om de verduurzaming van de totale productieketen. Overigens waren er vorig jaar ook al doelen voor gesteld.Het landbouwakkoord bijvoorbeeld had daar ook doelen voor. Want je moet weten waar je naartoe gaat werken met z'n allen. De sectoren zijn bereid om die afspraken te gaan maken"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,De minister rondt bijna zijn betoog af
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Dat hoop ik, meneer de voorzitter. Dan heb ik de vraag van de SGP of ook voedsel uit zee onderdeel kan zijn van de Europese landbouwstrategie. Dat zit er niet in en kan er ook niet aan worden toegevoegd. Het gaat echt over de landbouw. Dat neemt niet weg dat ik vis een belangrijke en duurzame vorm van voedsel vind. Vanzelfsprekend zijn ook mariene eiwitten andere eiwitten dan dierlijke eiwitten van landdieren. Maar het kan niet hierin meegenomen worden, want het gaat echt over de landbouw. Dan nog even iets over het internationaal speelveld. Er zijn vragen gesteld over Mercosur door de SP en de Partij voor de Dieren. Wij hebben bij de Europese Commissie onder de aandacht gebracht dat wij graag willen dat het ongesplitst gaat en dat het dus ook behandeld kan worden in het Nederlandse parlement. Dat vinden wij buitengewoon belangrijk. De Kamer heeft ook een hele stevige uitspraak gedaan over de positie van de landbouw daarin. Ik steun dat ook van harte. Op dit moment zitten we nog niet in een fase dat wij die onderhandelingen en besprekingen op die manier kunnen voeren. De verwachting is dat de Europese Commissie geen voorstellen meer voor de verkiezingen zal aandragen. Ik weet niet of het echt vertraging is, maar het komt niet meer op korte termijn. De inzet van de Kamer is helder. Die is ook mijn inzet. De inzet is ook om het een niet-gesplitst verdrag te laten zijn, zodat we het ook in de Kamer kunnen behandelen. Dan was er nog een vraag over de vestigingssteun voor jonge boeren. De vraag was: zitten in de regeling die we daarvoor hebben ook duurzaamheidsaspecten? Zoals u weet, is een deel van het geld beschikbaar gesteld via het transitiefonds. Dat is natuurlijk gerelateerd aan de NPLGdoelen. Dat betekent dat de vestigingssteunregeling ook verduurzamingsdoelen zal hebben, gebaseerd op het NPLG. Ik heb de eerste ontwerpregelingen voorbij zien komen en daarin worden nadrukkelijk doelen gesteld op het gebied van duurzaamheid. Die willen we daar nadrukkelijk in meenemen, absoluut. De vragen over braaklegging hebben we al gehad. Dan nog een vraag van D66 over kweekvlees. Wij zien kweekvlees als een waardevolle aanvulling op het huidige voedselvoorzieningssysteem. We hebben het ook steeds gestimuleerd. Als land willen we dat onderzoek ook stimuleren. We willen ook die proeverij gaan stimuleren. Wij zien het als een aanvulling. Ook in het kader van Europese voedselzekerheid en wereldvoedselzekerheid biedt het kansen. We zien het wel als een aanvulling en niet als vervanging. Wij zetten ons er al heel lang binnen Europa voor in om het draagvlak voor deze innovatieve technologie te vergroten. Dat blijven we doen. Wij investeren door middel van het Nationaal Groeifonds en Invest-NL in kweekvleestechnologieën. Als eerste land in Europa maken we proef-sessies van kweekvlees mogelijk. We lopen hierin dus echt voorop. Dan de vraag van Volt over de voorbereiding van het nieuwe GLB. Wij gaan dat nu natuurlijk voorbereiden. We hebben ook al verkennende gesprekken over het toekomstige GLB. Wij vinden het belangrijk dat we, als het erom gaat de juiste zaken in het GLB te krijgen, aan goede coalitievorming met meerdere landen doen om te kijken of we het GLB de goede kant op kunnen krijgen. Ik heb al wat gezegd over flexibiliteit en dat soort zaken. Er is op dit moment nog geen formele planning van de Europese Commissie op het GLB. Dan de vraag om de eco-regeling ook in 2024 te voorzien van extra middelen. We zijn nu bezig om de situatie van 2023 uit te werken. Zoals u weet ben ik met de sectoren in gesprek om te komen tot een goede invulling voor dit jaar. Daarbij zijn we ook met de Europese Commissie in gesprek om te kijken of we binnen de regeling meer flexibiliteit kunnen krijgen zodat je kunt schuiven tussen bijvoorbeeld de basishectarepremies en eco-regelingen. Op dit moment is het niet aan de orde om voor 2024 extra middelen ter beschikking te stellen. We proberen het nu echt, vanzelfsprekend samen met de sector, op een andere manier op te lossen. Dan heb ik nog de laatste vraag, namelijk over de bescherming van zaadveredelingsbedrijven. Ik zie de heer Meulenkamp al een tijdje onrustig heen en weer lopen door de zaal, zo van: gaat hij die vraag nog beantwoorden en krijg ik nog wat of …? Nou, u hangt in dit geval misschien aan de laatste mem, zoals we dat soms durven te zeggen, maar u bent last but not least. Ik vind het een belangrijke vraag die u stelt. We zien daar namelijk wel een ontwikkeling. Het is belangrijk dat we onze sector voor uitgangsmaterialen … Ik ben gestart met die conferentie met 70 landen en daarmee is het cirkeltje weer rond. Daaraan zie je hoe belangrijk onze zaadveredelingssector is voor Nederland en vooral voor de wereld. Dat geldt ook direct voor de wereldvoedselvoorziening. Dan praat ik over zaadmateriaal en pootgoed. Dat gaat echt de hele wereld over. Daar worden honderden miljoenen mensen mee gevoed. Zo simpel is het gewoon. Het is belangrijk dat we die technologie in Nederland beschermen en bij ons houden. Ik zie inderdaad die ontwikkeling van opschaling en van overnames. U vraagt of het ook mogelijk is om … De voorzitter: De heer Meulenkamp"
